capacity, state, code, herb, height, tonnes
  248.8,close,3!57{1G}DF,Basil,9,4455
  160.8,close,1!86{1O}WC,Mint,50,8849
  509.5,open,9!62H3K}LT,Mint,40,3064
  310.2,close,8!65{0Q}LW,Basil,53,11541
  223.1,close,9!04{7H}FU,Thyme,53,9383
   72.8,close,4!99{5R}RL,Rosemary,17,1415
 3813.5,close,2!70{0W}AG,Fennel,46,9351
  140.3,open,6!37{2E}EY,Coriander,51,10527
  266.6,open,4!17{7B}NG,Mint,53,937
  198.4,open,3!26{2Y}TK,Coriander,48,209
  135.8,open,4!62{1T}XQ,Rosemary,21,3256
  660.6,close,6!17{3F}UM,Bergamot,49,5625
  618.4,open,8!78{3G}WJ,Mint,53,7826
  130.0,open,5!12{5V}TE,Basil,45,2323
  264.9,close,1!12{1K}LJ,Fennel,48,6777
 1956.6,close,1!60{7L}BB,Basil,49,11701
  620.9,open,3!18{8A}NG,Rosemary,24,5230
  442.9,close,7!49{0A}KZ,Dill,33,2030
  247.2,close,9!25{5B}VY,Coriander,48,1103
  209.7,open,3!93{0C}VX,Basil,53,2295
  108.6,close,6!00{3S}LJ,Marjoram,48,2943
  655.7,close,6!25{4N}CA,Basil,51,571
  616.9,open,4!80{6J}MS,Fennel,48,1789
 2358.7,close,8!61{3P}NZ,Thyme,51,5664
   28.3,open,0!64W3K}SK,Thyme,6,1451
  340.0,close,4!43{9R}TQ,Rosemary,30,3410
  670.4,close,3!27{8D}LW,Basil,53,691
   91.4,close,2!57{6T}MZ,Basil,46,7025
 3532.2,close,9!21{5C}PB,Dill,54,1311
 1687.3,open,9!97{6V2}KY,Rosemary,28,1531
   54.2,open,1!88{8J}GT,Dill,43,1253
  328.6,close,9!03{5O}HC,Marjoram,50,5326
 2812.1,open,7!23{3Q}VQ,Mint,21,1635
  503.7,open,9!48{5Q}DB,Mint,45,6534
  307.8,open,4!15{4K}JW,Bergamot,47,4649
  497.7,close,7!30{6F}VJ,Rosemary,38,1747
  429.3,open,5!86{3T}HZ,Bergamot,47,3551
  651.6,open,5!89{8A}RV,Bay,46,517
  168.1,open,5!90{1A}GF,Fennel,50,4478
  625.3,close,0!12{1Z}GQ,Mint,46,1839
  203.5,open,8!72{7N}HX,Marjoram,49,11593
  617.4,close,9!58{3L}SK,Rosemary,29,2587
  139.9,close,9!2671F}WH,Fennel,29,992
  642.7,close,6!82{7W}OD,Fennel,10,5026
 3684.9,close,9!52{3S}GE,Fennel,12,832
  116.8,open,6!86{2B}IN,Basil,52,3368
  562.4,open,0!59{5S}GW,Mint,48,6287
  575.4,close,!01{4B}LT,Fennel,51,7287
 3801.6,close,6!39{7S}OF,Fennel,48,1434
  425.5,close,8!59{6OMR,Mint,48,3222
  402.6,open,7!09{5E}WK,Basil,54,369
  643.9,close,0!89{3Q}IE,Rosemary,49,3467
   93.3,open,9!80{6U}XD,Rosemary,52,137
  494.8,close,9!29{5M}TJ,Mint,34,1629
  432.5,close,6!37{2U}HT,Dill,50,188
  443.5,close,4!75{7Q}NF,Fennel,47,3332
  579.0,close,3!41{1DUHY,Thyme,49,272
  485.7,close,9!13{1F}ZA,Bay,52,341
  489.3,open,6!00{9O}BE,Fennel,51,11512
  280.2,close,2!67{4J}BC,Thyme,47,2869
   82.6,open,4!04{8M}VK,Mint,29,7788
   85.0,close,9!87{1T}TY,Basil,47,739
  141.0,close,2!73{4K}OK,Bay,42,2576
 1220.0,close,5!23{5H}BW,Rosemary,52,1802
   23.7,close,7!30{0S}FB,Rosemary,44,2675
   71.2,open,1!43{6W}CS,Oregano,48,1413
  135.2,open,4!01{9Q}GT,Coriander,49,760
  170.1,close,u!55{1X}WK,Fennel,52,1494
  446.6,close,3!52{7E}DV,Rosemary,48,2205
  229.9,close,066{6I}GA,Mint,8,1890
  138.7,close,3!92{4Y}WG,Oregano,8,1480
  358.8,close,8!21{9A}GG,Thyme,53,2564
  236.6,close,2!82{6R}SO,Dill,52,11822
  580.5,close,4!52{9V}ES,Thyme,51,1751
  216.1,close,9!62{8P}HL,Thyme,46,10269
 1872.6,open,3!30{5H}RE,Mint,54,7631
  585.8,open,8!41{8B}OU,Fennel,53,3341
  137.9,open,1!98{8Q}NJ,Thyme,45,1918
  436.8,close,4!36{2S}PT,Bay,52,857
 2977.1,open,5!24{5K}WN,Oregano,53,9604
  149.3,open,4!13{2A}RB,Borage,45,2986
  487.5,open,1!37{3B}TW,Rosemary,45,10412
  655.1,close,0!57{0D}FD,Fennel,35,254
  449.2,open,9!41{5A}DJ,Fennel,54,3431
  326.4,close,1!97{8U}ZK,Mint,46,3053
  625.4,open,0!09{0R}ZP,Basil,53,992
  495.8,close,1!26{0Z}QJ,Sage,54,731
   11.0,close,2!37{8Y}MW,Dill,46,848
  373.5,open,4!37{3Y}NY,Thyme,45,3242
  276.9,open,7!35{1G}ND,Dill,49,5003
   16.7,close,2!49{4Z}MW,Basil,52,1760
  478.2,open,3!34{2F}PQ,Bay,32,9617
 3223.7,open,4!61{7X}XG,Coriander,45,1974
  161.3,close,2!54{9Z}LQ,Thyme,53,11699
  113.3,open,6!21{3S}RQ,Sage,44,8469
  167.9,open,7!09{9F}MF,Marjoram,51,112
    2.7,close,2!95{7L}RG,Coriander,45,3519
  200.3,open,8!57{0D}SI,Bergamot,54,1136
  178.5,close,8!18{8D}SG,Dill,52,2101
  119.4,open,1!98{6J}KO,Dill,53,10358
 2231.9,close,1!64{5C}IK,Bay,9,2867
 1546.7,close,1!96{9C}PG,Dill,46,1332
  633.3,close,5!56{2D}AR,Marjoram,33,3540
  668.1,close,6!99{6Y}VW,Thyme,46,760
  185.8,close,2!V7{7V}QO,Dill,44,621
   31.0,close,8!63{2G}JL,Thyme,52,1367
  645.3,close,3!95{5Z}LI,Oregano,46,10371
  451.0,close,9!28{5G}DP,Fennel,46,3357
  228.2,open,9!69{3D}HU,Borage,53,1250
  524.2,close,4!87{0H}GT,Rosemary,46,3241
   11.2,close,5!29{1X}JK,Fennel,50,286
  427.1,open,4!22{6U}WB,Mint,51,936
  130.0,close,4463{6J}YT,Rosemary,17,2792
 2894.5,close,7!2{2X}MT,Mint,54,2934
  117.3,close,0!74{9X}WV,Fennel,47,1500
  123.0,open,3!32{3I}HQ,Mint,49,10284
  522.5,close,4!84{8R}DT,Mint,50,1212
  548.3,open,9!89{9F}JE,Coriander,51,1548
  623.6,close,0!05{1O}GE,Coriander,51,6804
  193.9,close,1!28{1O}TO,Thyme,33,9669
   26.3,open,8!80{1C}LF,Oregano,9,1754
  263.0,open,0!22{2E}IZ,Thyme,50,1656
  478.8,open,7!70{2U}DW,Fennel,51,1685
  591.5,close,5!12{9K}JQ,Basil,51,6688
   13.4,open,7!77{8I}DM,Mint,52,1385
  379.6,close,8!87{4S}CN,Bergamot,45,2656
   21.1,open,9!79{2L}IN,Thyme,46,1609
  431.3,close,0!43{2I}LS,Thyme,45,490
  607.3,close,7!95{7L}XU,Coriander,44,2749
  415.5,open,1!49{6Y}ZN,Rosemary,49,2912
   66.9,close,2!70{1V}MU,Fennel,50,8755
  516.6,close,8!92{6A}TG,Dill,54,934
   68.7,close,0!59{4Z}TX,Oregano,44,508
  275.0,open,3!82{3B}OB,Fennel,51,3978
  309.7,open,9!09{4Z}UB,Basil,51,6971
  161.5,close,8!07{4AYZ,Coriander,45,4492
   74.5,close,8!74{7V}YD,Thyme,52,409
  565.0,close,0!21{0K}YX,Fennel,28,2411
  271.8,close,1!11{9R}AL,Basil,46,5608
  556.9,open,8!99{1U}MP,Coriander,30,2637
 2102.1,close,0!00{9K}SC,Sage,49,8937
  302.6,open,2!59{1B}ZU,Thyme,47,3464
 1402.9,close,7!90{3K}TJ,Basil,54,5448
  292.8,close,3!14{6O}RK,Fennel,16,4174
  369.8,open,0!04{1Y}HN,Dill,54,2050
  363.6,close,8!27{2Z}UY,Marjoram,27,1807
   44.0,open,1!42{2C}QY,Dill,53,896
  142.5,open,7!85{3J}RQ,Basil,52,2931
  366.3,open,3!45{8X}WW,Thyme,46,1125
    9.4,close,3!52{0B}AX,Borage,49,3530
 2131.4,open,0!89{6R}PQ,Bay,49,4903
  297.5,open,9!96{2T}GJ,Mint,52,3351
  204.9,close,7!42{4C}NA,Mint,45,268
 2203.4,open,5!77{2F}MT,Bergamot,44,945
  568.4,open,7!17{SB}SC,Marjoram,49,167
  373.7,open,1!69{1O}CB,Basil,54,2917
  187.0,close,8!63{2G}KA,Mint,50,2623
  402.3,open,0!34{6C}XV,Marjoram,47,164
  475.2,open,9!47{4S}MY,Bay,54,1264
 2004.6,open,3!14{8J}WJ,Thyme,51,3247
  182.0,open,7!23{8Y}VE,Bay,51,9284
  223.4,open,3!67{0Q}KJ,Fennel,50,2117
  584.1,open,4!23{7O}EI,Borage,44,6526
  123.4,close,1!66{5B}IW,Rosemary,49,3984
  194.2,close,0!58{7P}DQ,Rosemary,44,278
  267.7,open,5!14{9H}HT,Bay,45,1215
  531.5,open,8!50{3G}OK,Basil,46,2158
  141.7,close,8!40{5Y}RC,Mint,47,174
  505.1,close,9!44{6R}NT,Borage,51,4253
  469.9,open,6!11{3A}KC,Coriander,48,1012
  486.9,open,7!20{7G}NB,Thyme,47,2147
  546.5,close,4!55{8M}XW,Bergamot,48,9984
  538.9,close,3!32{9G}YA,Mint,44,10746
  281.0,close,0!55{5F}DF,Bay,41,11556
  341.7,open,7!60{0O}JO,Bay,42,4125
  307.9,open,5!00{7Y}ZS,Coriander,51,4392
  840.8,open,1!67{4Y}XB,Borage,45,1266
 1782.4,close,8!55{1X}YE,Rosemary,53,1468
  375.2,open,0!54{2C}WG,Thyme,46,24
  149.1,close,3!19{9D}NY,Thyme,45,3439
  372.8,close,3!15{0W}ZA,Fennel,54,431
 2265.9,open,9!70{8P}ZK,Thyme,41,10917
  280.7,open,5!45{2U}RU,Thyme,48,777
  353.9,open,7!27{0P}EW,Mint,50,4870
  580.4,close,0!89{7A}WY,Dill,41,2044
 2691.8,close,9!13{9S}WQ,Rosemary,44,8930
  681.7,close,5!15{1Z}VU,Bay,47,9900
  351.7,close,2!67{9I}ZH,Marjoram,53,2138
  283.0,close,8!76{9V}PJ,Rosemary,53,1146
  145.0,close,7!27{8E}EC,Marjoram,48,1207
  365.9,close,0!98{6J}OD,Borage,47,328
   81.9,open,4!75{3A}WY,Bergamot,54,1201
  333.0,open,9!00{3L}RU,Mint,44,1404
 2592.6,open,9!53{4G}MH,Fennel,49,1090
 1546.7,close,6!04{5L}YC,Bergamot,6,2575
  140.6,open,5!23{0R}BT,Sage,46,1037
 1987.8,open,3!79{9H}EL,Coriander,38,1440
    8.2,close,7!72{4K}NV,Bay,45,3162
  554.4,open,9!03{0O}HW,Coriander,50,1071
  185.2,close,9!17{2K}HV,Marjoram,50,3288
  605.9,close,0!3{6M}FA,Rosemary,40,87
  510.9,open,4!98{4Q}QZ,Rosemary,48,3427
  432.2,close,2!27{4Q}HY,Mint,45,11027
  360.5,close,5!0{0J}OG,Thyme,52,4061
  411.8,open,6!29{7R}AG,Mint,47,853
 3746.9,open,3!36{3Q}QW,Mint,52,14
  407.9,close,0!16{0E}SC,Mint,51,8638
  212.3,close,0!17{3C}PD,Basil,53,9478
  569.2,open,7!70{1T}SZ,Oregano,49,8080
  608.7,open,6!(8{1J}KN,Sage,51,3392
  440.2,close,1!57{9W}QU,Bergamot,51,10946
 1160.4,close,8!92{9H}RQ,Mint,46,3022
   75.7,close,2!20{4B}LK,Borage,44,4512
  206.2,open,2!65{4M}KL,Sage,53,1908
  505.7,close,4!89{5X}HD,Mint,53,8771
  337.3,close,6!21{9D}WR,Fennel,47,3088
  520.9,close,8!58{8B}OA,Bay,47,4648
  559.8,close,4!36{9T}XB,Dill,53,950
  663.7,close,2!55{4M}QB,Bay,47,2238
  397.8,close,1!41{3C}QM,Basil,46,1139
  183.4,open,2!25{1T}XJ,Oregano,52,1058
  171.0,open,9!57{5F}AF,Mint,29,455
 3180.3,close,3!34{3L}OU,Basil,14,5303
  478.6,close,4!68{1U}VL,Thyme,52,2458
  627.7,close,8!73{9U}LA,Dill,7,10935
  449.7,close,5!94{5M}LS,Rosemary,52,2205
  503.5,open,]!58{7K}LU,Thyme,49,9540
  499.0,close,2!48{5F}IE,Bay,44,10416
  184.5,close,6!05{3E}WK,Borage,44,5324
  386.9,close,2!48{7C}JW,Bay,52,1606
  263.6,open,6!49{0J}MY,Dill,50,461
  369.6,open,4!67{8G}SD,Fennel,20,1377
  589.3,close,4!84{5U}AO,Borage,50,1746
   86.2,close,5!31{2Z}AX,Rosemary,30,759
  207.1,close,6!35{4T}MK,Borage,50,3679
 1897.4,close,3!50{0TyLG,Basil,48,1326
   74.4,open,0!41{1A}ND,Thyme,10,207
  131.3,open,0!54{0U}RJ,Mint,28,1747
  428.3,close,3!71{48}AI,Bay,45,1814
  190.2,open,5!63{9I}QT,Basil,52,5457
  470.3,close,1!21{3M}BW,Thyme,49,11527
  641.7,open,9!28{5I}LG,Bay,54,7729
  401.7,close,2!27{3N}DB,Bay,44,2919
  507.5,open,0!08{7M}OU,Thyme,24,1425
  352.7,close,7!72{5H}SN,Borage,44,974
  211.6,open,9!57{7C}VY,Rosemary,34,3465
  168.4,open,1!64{8O}UJ,Coriander,51,8620
  153.1,close,7!94{4D}WK,Fennel,50,10986
  552.8,close,1!12{9I}VT,Marjoram,42,2410
  257.1,open,1!15{8X}UX,Sage,49,7124
  651.7,open,6!31{3SnXC,Basil,38,1889
  559.4,close,4!59{2B}WQ,Mint,51,3170
  207.0,close,3!10{4M}BE,Fennel,47,1800
 1911.9,open,8!87{6B}IA,Bay,52,1645
 1687.5,open,9!29{5D}LB,Bergamot,46,1786
  106.1,close,3!92{6E}LQ,Mint,54,3510
  420.8,close,6!73{9X}SC,Fennel,53,541
  662.5,open,3!60{0J}YA,Dill,20,415
  489.3,close,9!66{7C}FO,Basil,45,3398
  960.5,close,3!56{7E}VG,Mint,44,3480
 2411.3,open,6!26{1W}NQ,Mint,47,3457
 2792.1,open,8!65{3Z}AB,Coriander,31,1536
    8.1,open,5!00{7R}WJ,Bay,48,11571
  523.2,open,4!)8{2Z}IF,Bay,52,11670
  413.4,open,6!31{3Z}WU,Bay,21,10552
  645.4,close,5!33{0K}WT,Thyme,44,538
  272.0,open,2!29{2O}TD,Coriander,42,8291
  241.9,open,9!72{6E}WR,Rosemary,49,5179
  925.3,close,4!74{3Z}JA,Mint,54,9941
  434.3,open,5!64{0C}UG,Mint,54,2762
   85.8,open,2!99{5R}MT,Bay,32,997
  311.0,close,0!15{3Q}PJ,Bay,23,699
  615.0,close,8!46{5O}QJ,Bay,49,3486
  375.1,open,3!74{5J}EG,Rosemary,53,31
  123.5,close,7!64{cB}EP,Sage,45,2448
  370.2,open,7!65{0U}GV,Bergamot,45,199
  427.8,close,3!83{9A}LU,Thyme,52,2991
  401.1,open,1!70{7C}QA,Fennel,47,9989
  954.6,close,0!08{8J}VE,Bay,47,1083
  222.1,close,3!53{9C}DH,Rosemary,50,3099
 2789.5,close,0!66{0T}MO,Mint,44,2479
  448.0,open,7!78{3Y}RM,Marjoram,48,6471
  446.7,close,5!00{9Q}MU,Marjoram,13,5342
  471.0,open,3!74{5X}FA,Oregano,53,1455
  588.8,close,4!81{5T}LN,Fennel,48,2839
  644.7,open,8!71{2Q}PL,Dill,44,1690
 2833.5,open,3!73{0A}MU,Dill,12,2997
  355.0,open,7!07{0O}TI,Mint,16,1671
  654.5,open,7!24{5P}IQ,Bergamot,48,8931
  486.8,open,7!59{3T}SW,Oregano,50,429
   68.2,open,8!54{4Q}ZL,Rosemary,24,1976
  659.4,close,4!81{3N}BB,Dill,54,2166
  192.7,open,7!66{2T}KS,Mint,45,270
   11.7,close,U0!26{8S}ES,Marjoram,45,610
  334.1,close,9!98{1N}DI,Basil,28,2184
  228.0,close,0!69{2H}VP,Rosemary,54,1648
  460.2,open,3!16{0Q}QK,Fennel,50,8155
  667.5,close,1!44{6T}AZ,Thyme,48,3265
  338.4,open,2!49{3N}XW,Rosemary,32,11512
  565.6,open,2!02{8G}KG,Bay,16,8943
  303.1,close,7!38{0H}UH,Mint,46,336
  237.1,close,2!06{3G}UK,Basil,34,499
 3538.9,open,5!33{7J}US,Mint,43,6004
  408.7,close,3!7Q{4F}ZN,Dill,22,1151
 2942.7,close,6!3Q{5G}RA,Sage,46,2757
  242.3,close,9!12{0G}UE,Coriander,46,2685
  339.3,close,3!73{7Q}MD,Thyme,35,2138
  315.1,open,4!43{0V}RN,Dill,54,3627
  319.4,open,1!41{9X}NH,Thyme,53,5493
  608.5,open,6!31{4T}NY,Rosemary,54,252
  426.3,open,9!43{3C}BQ,Basil,45,4714
  122.4,open,2!87{5V}LT,Rosemary,46,3486
  625.7,close,3!42{5H}ON,Bergamot,10,8964
  256.5,close,0!75{5}KT,Thyme,50,11925
  281.2,close,8!68{3D}WQ,Bergamot,30,415
 2715.0,open,1!73{8O}KS,Bergamot,52,3070
  578.3,close,3!02{6R}XM,Sage,50,7740
  666.3,open,1!87{2K}ST,Dill,50,3020
  536.1,open,7!53{3K}FB,Dill,47,3218
   41.6,open,7!13{1G}UI,Coriander,54,3436
 2797.6,close,6!16{9P}DA,Thyme,52,10363
  383.1,close,5!55{1Y}ZU,Mint,49,6525
  359.3,open,8!26{8T}NW,Mint,54,806
  417.2,close,8!77{1M}JD,Thyme,44,1904
  128.6,open,c!10{4B}HD,Thyme,48,2845
 2256.3,open,6!72{0L}SL,Rosemary,46,3505
  427.3,open,2!47{0N}WQ,Mint,47,1557
  342.6,open,4!46{8K}CO,Oregano,29,3615
  275.0,close,4!66{3U}NV,Oregano,50,838
  311.2,close,2!91{6W}WN,Mint,50,1487
  266.0,close,1!20{9J}GB,Thyme,49,1083
  110.1,close,8!13{1C}EP,Thyme,53,1941
  928.0,close,W!89{0S}FX,Rosemary,45,304
  410.8,close,9!81{2C}ND,Oregano,49,1131
  229.1,close,3!38{7T}LD,Rosemary,49,3330
 2922.0,open,1!87{pI}JJ,Mint,31,8212
 3216.6,open,6!16{5PdQD,Coriander,44,1030
  549.8,open,0!46{6X}YX,Rosemary,42,3408
 3619.0,open,1!94{1Z}ID,Borage,47,3383
  194.9,open,1!13{5X}XB,Mint,51,1972
  175.8,close,3!83{1H}KE,Coriander,45,6454
  246.0,open,3!78{6J}ED,Coriander,53,2292
  665.6,close,0!29{9O}BQ,Rosemary,52,3072
  509.7,close,7!62{9Y}VD,Rosemary,27,5048
  562.1,close,6!98{6C}YR,Basil,46,1325
   80.5,open,2!23{WX}DM,Borage,54,2150
  165.5,open,1!44{1N}RI,Rosemary,54,1892
  313.8,open,4!28{4W}GE,Thyme,37,1199
  600.4,close,1!42{5D}LQ,Bay,26,794
  234.7,open,7!71{6}JI,Rosemary,53,108
  200.3,close,5!79{6N}VB,Oregano,53,3090
  232.2,close,5!08{2K}DC,Coriander,47,7302
  137.0,close,4!40{0R}KE,Fennel,14,10949
  582.5,close,6!10{5U}EF,Thyme,51,363
  255.7,open,7!45{1A}RG,Dill,51,1802
  667.4,close,0!45{5R}DR,Oregano,10,1192
   95.3,close,3!19{1F}KB,Basil,45,879
  668.8,close,9!63{3z}WW,Bergamot,8,2671
  353.7,open,1!94{4G}QN,Rosemary,50,138
  188.4,open,1!58{2h}ZZ,Coriander,47,452
  584.1,close,9!86{4U}TT,Sage,49,3212
   85.1,close,1!57{8M}VW,Oregano,43,3251
  261.1,open,4!65{7R}GE,Basil,50,3529
 2229.7,close,4!02{9U}VJ,Coriander,36,6481
  594.1,open,4!08{1Z}MM,Rosemary,46,2945
  223.4,open,1!36{4W}XO,Coriander,54,478
  129.1,open,8!02{8M}JQ,Bay,49,10595
  258.8,open,4!10{1T}NU,Dill,34,9513
   55.3,open,4!35{8S}UT,Fennel,49,2822
 3049.1,close,7!03{9G}ZU,Fennel,44,377
  433.8,open,6!95{6B}CR,Mint,48,3037
  590.5,close,5!05{4E}VZ,Coriander,45,1253
  516.1,open,3!88{8I}AK,Fennel,48,3166
  122.8,close,5!19{3C}AQ,Marjoram,13,2054
  458.6,open,3!11{5U}QN,Thyme,46,1761
  383.0,open,0!93{QQ}XV,Rosemary,54,786
  600.2,close,5!72{6D}UH,Fennel,53,3094
 1253.7,close,1!26{8T}QX,Rosemary,17,3560
  597.6,close,8!26{8Q}WK,Mint,44,2385
  133.0,close,3!13{6V}UH,Bay,51,3511
  352.0,close,5!03{1J}QT,Thyme,32,1598
 2603.2,close,5!98{5W}MG,Thyme,53,1949
  450.2,open,1!55{0C}UT,Thyme,24,603
  447.1,close,2!50{0}VY,Thyme,23,3204
  164.4,open,7!21{2Z}AS,Basil,49,1269
  410.4,open,0!24{0L}OZ,Bergamot,47,2336
   62.6,close,3!32{8M}VC,Fennel,45,2192
  350.0,close,9!01{6N}S,Dill,53,11146
   60.1,close,2!74{5R}QO,Bay,48,1511
 1754.6,close,3!00{6L}YG,Rosemary,54,3188
   12.7,open,6!95{4U}NL,Bay,46,3030
   12.1,open,2!50{4O}PC,Rosemary,17,4360
 2870.3,close,3!92{0W}CJ,Rosemary,54,2948
   86.6,close,1!22{8J}PL,Coriander,50,2998
  979.6,close,2!96{3X}YI,Marjoram,16,1838
  573.9,close,6!07{8Q}AI,Bay,50,5649
  275.0,close,5!17{6W}TM,Mint,53,1604
  153.8,close,3!05{6I}OC,Rosemary,47,2414
  227.7,open,8!09{1W}QY,Fennel,52,897
  370.6,close,1!70{3E}BA,Bay,48,8658
  304.2,close,8!47{0G}GD,Marjoram,24,2228
   72.9,close,6!28{2F}CW,Bergamot,53,6414
  204.2,open,9!85{2W}JE,Fennel,8,1956
   53.2,open,9!15{5T}ZE,Rosemary,48,2171
  226.4,open,2!94{5E}WS,Mint,53,10030
 3467.1,close,9!37{NJ}YX,Rosemary,24,159
  569.2,open,3!04{8E}OL,Marjoram,54,2083
   80.9,close,0!47{9D}VK,Basil,46,6666
  640.0,close,8!10{1Y}CJ,Bay,44,388
  241.8,close,3!72{5P}ZB,Mint,51,3365
  981.7,close,2!07{7U}SI,Mint,49,2918
  101.7,open,3!94{8P}YN,Thyme,50,3036
  287.7,close,3!88{3S}GC,Coriander,44,479
 2362.8,close,4!24{5H}QX,Bay,48,11313
  249.2,close,8!00{7F}JH,Thyme,22,192
  195.4,open,0!93{8J}WT,Fennel,50,1593
  669.1,close,4!63{5U}OM,Mint,45,9034
  731.6,close,8!92{1D}ME,Bay,44,2861
 2984.2,close,7!64{0J}AF,Basil,45,2501
  100.6,close,2!98{2D}AS,Borage,45,638
  514.3,open,4!07{0Q}OJ,Rosemary,52,9556
  533.2,close,0!48{5W}TW,Oregano,43,2163
   96.7,close,3!27{1L}SF,Thyme,53,5041
 2191.5,close,6!45{6Q}MS,Rosemary,45,607
  491.1,close,9!45{5J}RL,Mint,32,9737
 2340.9,open,4!76{4T}YP,Dill,47,6908
  149.8,open,1!73{1F}SV,Sage,47,3816
 2546.8,open,6!51{0W}MY,Oregano,52,1560
  147.3,close,0!67{9C}SX,Fennel,54,2912
  377.4,close,5!18{1X}CG,Sage,44,9985
  311.7,open,4!50{8L}NH,Mint,7,2604
   84.3,open,2!13{7R}AB,Dill,44,1509
  179.8,open,5!79{3M}AR,Basil,16,2278
  661.1,close,!00{4Q}ER,Bay,51,7514
 1031.5,open,2!01{7S}IU,Thyme,8,2604
 2766.7,open,5!50{9D}AD,Mint,49,3340
  382.4,open,8!07{2R}RF,Dill,48,305
 2790.3,open,3!31{8C}PV,Thyme,44,10074
   88.4,open,7!65{0U}YC,Bay,54,8660
  256.1,close,2!4({0Y}DG,Oregano,33,1510
  249.3,open,1!64{X}CI,Oregano,54,142
  600.5,open,6!56{6S}QQ,Bay,49,3422
  194.1,close,5!02f{9H}IO,Rosemary,50,2344
  506.6,open,3!96{7Q}CS,Rosemary,53,140
   92.2,open,7!83{4J}TY,Dill,27,2816
  114.5,close,0!33{3T}QL,Thyme,31,1725
  620.7,close,j!96{8X}IL,Mint,49,2600
  421.9,close,4!84{2K}ES,Rosemary,44,3297
   21.9,open,5!42{0N}SA,Bergamot,50,5227
  311.5,close,6!48{0N}IZ,Basil,51,1539
   25.9,close,4!25{1O}SA,Bergamot,52,7765
  361.0,open,6!36{0A}LE,Bay,48,1642
  568.6,close,8!89{4Z}YH,Thyme,44,3294
  559.7,open,2!41{9X}OR,Mint,49,11586
 2612.9,close,8!02{6M}VD,Sage,7,1505
  832.4,open,4!26{2Y}XX,Coriander,17,7619
  576.0,open,5!85{0M}QU,Coriander,53,3015
 3101.2,open,5!67{1C}SD,Basil,50,7540
  393.5,open,3!92{2Z}AK,Fennel,49,504
  518.7,open,9!10{8B}JX,Thyme,50,817
  670.2,open,3!40{5M}EH,Fennel,46,9361
  375.9,close,8!14{2W}XG,Fennel,52,2251
  303.7,close,2!3t{1M}DC,Bergamot,46,2579
  447.3,close,4!63{3S}NX,Thyme,51,1436
  425.7,open,9!3{2A}UU,Dill,51,11463
  163.8,close,7!12{2M}BU,Marjoram,50,483
  576.4,close,7!21{8X}GE,Mint,50,6112
   78.0,close,2!07{5G}LE,Dill,45,2408
  341.2,open,5!43{3G}IF,Basil,43,2357
  554.8,open,1!44{9F}TX,Mint,53,1600
  135.8,open,2!40{5G}KV,Dill,47,1793
  124.5,open,1!70{0F}NF,Bay,49,8043
   46.2,close,7!73{2I}NR,Mint,51,2231
  280.4,open,2!71{5B}WT,Basil,47,2675
  577.6,open,0!34{9U}DJ,Fennel,53,466
 3514.8,close,5!37{0R}ZG,Basil,45,863
 3001.4,close,6!84{9W}RB,Basil,53,1919
 2020.0,close,9!55{1P}BB,Bergamot,44,2926
 2767.5,open,4!27{2F}UH,Mint,54,1938
   78.7,close,5!88{3V}Z,Bay,53,8640
   36.3,open,9!81{8C}SN,Rosemary,48,10821
 2032.1,open,5!84{0P}NQ,Fennel,50,6142
  450.9,close,6!19{8A}LU,Dill,47,3041
  501.2,close,5!52{3S}PR,Rosemary,49,2393
  516.8,close,6!50{0C}MX,Fennel,54,1291
  448.4,open,3!99{8IVD,Marjoram,46,6486
  646.9,open,6!91{2R}EF,Bay,41,2804
  490.4,close,8!94{6D}JD,Rosemary,19,455
  426.1,close,3!08{5A}XQ,Thyme,45,838
  230.1,open,0!33{9B}BB,Bay,34,5018
  495.4,close,7!93{6H}RC,Mint,54,3364
  275.5,open,9!80{9G}WS,Bay,52,2101
   38.3,close,3!58{1V}ZF,Rosemary,50,1444
  374.5,open,6!72{0X}QC,Bay,44,344
  242.0,close,3!16{9W}AU,Rosemary,54,55
  432.7,close,9!76{2F}TU,Fennel,48,1447
   33.6,open,3!03{3R}US,Thyme,46,3918
  383.9,open,4!75{7N}HB,Oregano,50,1013
 2236.3,open,6!02{4XY}FO,Dill,37,10473
  224.0,close,4!65{8Y}JP,Bergamot,7,1563
  143.8,open,3!05f7S}KA,Sage,50,2218
  358.0,close,6!12{6&}ZG,Sage,48,3408
  477.8,open,8!90{0O}FP,Borage,34,231
  294.7,open,8!17{6H}KZ,Rosemary,48,1697
  196.0,open,7!45{0V}BP,Fennel,25,2963
  189.5,close,2!85{0R}RE,Mint,54,4284
 2469.6,close,7!93{5N}OO,Fennel,43,1506
  191.9,close,7!85{5Y}UQ,Mint,49,2617
  295.3,open,0!90{3R}EJ,Marjoram,51,2074
  917.7,close,1!08{4O}MR,Basil,52,2459
  364.1,open,3!73{4A}BK,Mint,44,2050
  564.2,open,9!03{2B}JT,Fennel,48,386
  215.1,close,2!88{0B}RR,Oregano,46,9236
 2114.2,close,9!70{8Z}ES,Fennel,50,675
 2539.3,close,3!58{7J}LW,Rosemary,52,3351
  511.8,close,0!853U}QO,Thyme,49,1597
  329.3,close,4!20{7J}YU,Coriander,31,1435
  629.3,close,7!10{1U}MK,Sage,44,8969
